type,combination,iteration,totalDependencies,totalNodes,decisionDependencies,accuracy,truePositive,falseNegative,falsePositive,trueNegative,runtime
0,6,10,1,9,1,0.985,9.0,1.0,0.0,188.0,0.4658482074737549
0,6,11,1,9,1,0.985,17.0,1.0,0.0,180.0,0.4768986701965332
0,6,12,1,9,1,0.98,18.0,2.0,0.0,178.0,0.48614501953125
0,6,13,1,9,1,0.98,8.0,2.0,0.0,188.0,0.41660237312316895
0,6,14,1,9,1,0.98,19.0,1.0,1.0,177.0,0.4067826271057129
0,6,15,1,9,1,0.985,18.0,1.0,0.0,179.0,0.38757801055908203
0,6,16,1,9,1,0.985,12.0,1.0,0.0,185.0,0.4010334014892578
0,6,17,1,9,1,0.985,20.0,0.0,1.0,177.0,0.36881446838378906
0,6,18,1,9,1,0.985,17.0,1.0,0.0,180.0,0.3940882682800293
0,6,19,1,9,1,0.98,8.0,1.0,1.0,188.0,0.37417078018188477
0,6,20,1,9,1,0.985,15.0,1.0,0.0,182.0,0.3653120994567871
0,6,21,1,9,1,0.985,17.0,1.0,0.0,180.0,0.3920009136199951
0,6,22,1,9,1,0.985,21.0,1.0,0.0,176.0,0.4680030345916748
0,6,23,1,9,1,0.98,10.0,1.0,1.0,186.0,0.45799756050109863
0,6,24,1,9,1,0.985,16.0,1.0,0.0,181.0,0.4559602737426758
0,7,0,1,10,1,0.985,45.0,1.0,0.0,152.0,0.46396517753601074
0,7,1,1,10,1,0.98,32.0,2.0,0.0,164.0,0.5230028629302979
0,7,2,1,10,1,0.97,44.0,2.0,2.0,150.0,0.5590002536773682
0,7,3,1,10,1,0.98,41.0,2.0,0.0,155.0,0.5239963531494141
0,7,4,1,10,1,0.965,37.0,2.0,3.0,156.0,0.48903703689575195
0,7,5,1,10,1,0.985,31.0,1.0,0.0,166.0,0.5149991512298584
0,7,6,1,10,1,0.985,41.0,1.0,0.0,156.0,0.5040006637573242
0,7,7,1,10,1,0.985,39.0,1.0,0.0,158.0,0.5220372676849365
0,7,8,1,10,1,0.985,33.0,1.0,0.0,164.0,0.5159564018249512
0,7,9,1,10,1,0.98,37.0,2.0,0.0,159.0,0.5059981346130371
0,7,10,1,10,1,0.975,39.0,3.0,0.0,156.0,0.5140230655670166
0,7,11,1,10,1,0.975,38.0,0.0,3.0,157.0,0.5019998550415039
0,7,12,1,10,1,0.98,35.0,2.0,0.0,161.0,0.5309984683990479
0,7,13,1,10,1,0.975,28.0,1.0,2.0,167.0,0.49603796005249023
0,7,14,1,10,1,0.985,24.0,1.0,0.0,173.0,0.5110318660736084
0,7,15,1,10,1,0.985,53.0,1.0,0.0,144.0,0.5349597930908203
0,7,16,1,10,1,0.985,30.0,1.0,0.0,167.0,0.5740001201629639
0,7,17,1,10,1,0.985,30.0,1.0,0.0,167.0,0.614999532699585
0,7,18,1,10,1,0.99,41.0,0.0,0.0,157.0,0.5879943370819092
0,7,19,1,10,1,0.98,43.0,1.0,1.0,153.0,0.5549981594085693
0,7,20,1,10,1,0.98,42.0,1.0,1.0,154.0,0.5260012149810791
0,7,21,1,10,1,0.985,43.0,1.0,0.0,154.0,0.6409671306610107
0,7,22,1,10,1,0.98,36.0,0.0,2.0,160.0,0.5649983882904053
0,7,23,1,10,1,0.98,45.0,2.0,0.0,151.0,0.4738636016845703
0,7,24,1,10,1,0.985,43.0,1.0,0.0,154.0,0.4204990863800049
0,8,0,1,11,1,0.975,96.0,0.0,3.0,99.0,0.39463257789611816
0,8,1,1,11,1,0.99,96.0,0.0,0.0,102.0,0.3872191905975342
0,8,2,1,11,1,0.98,96.0,2.0,0.0,100.0,0.4200105667114258
0,8,3,1,11,1,0.975,88.0,0.0,3.0,107.0,0.39281415939331055
0,8,4,1,11,1,0.975,98.0,3.0,0.0,97.0,0.41803812980651855
0,8,5,1,11,1,0.98,90.0,1.0,1.0,106.0,0.40229010581970215
0,8,6,1,11,1,0.98,94.0,1.0,1.0,102.0,0.41596341133117676
0,8,7,1,11,1,0.98,112.0,1.0,1.0,84.0,0.4066135883331299
0,8,8,1,11,1,0.98,108.0,2.0,0.0,88.0,0.3830738067626953
0,8,9,1,11,1,0.98,112.0,1.0,1.0,84.0,0.363999605178833
0,8,10,1,11,1,0.98,107.0,1.0,1.0,89.0,0.3738071918487549
0,8,11,1,11,1,0.985,98.0,0.0,1.0,99.0,0.36014819145202637
0,8,12,1,11,1,0.97,99.0,3.0,1.0,95.0,0.36302995681762695
0,8,13,1,11,1,0.985,95.0,1.0,0.0,102.0,0.3790414333343506
0,8,14,1,11,1,0.975,97.0,0.0,3.0,98.0,0.4105794429779053
0,8,15,1,11,1,0.985,109.0,0.0,1.0,88.0,0.3966562747955322
0,8,16,1,11,1,0.975,110.0,1.0,2.0,85.0,0.3740565776824951
0,8,17,1,11,1,0.985,95.0,1.0,0.0,102.0,0.36501240730285645
0,8,18,1,11,1,0.985,106.0,0.0,1.0,91.0,0.3729996681213379
0,8,19,1,11,1,0.98,89.0,1.0,1.0,107.0,0.4117617607116699
0,8,20,1,11,1,0.975,102.0,3.0,0.0,93.0,0.40252113342285156
0,8,21,1,11,1,0.98,103.0,0.0,2.0,93.0,0.401928186416626
0,8,22,1,11,1,0.98,106.0,0.0,2.0,90.0,0.37926745414733887
0,8,23,1,11,1,0.975,100.0,2.0,1.0,95.0,0.38660120964050293
0,8,24,1,11,1,0.98,107.0,2.0,0.0,89.0,0.40670323371887207
0,9,0,1,12,1,0.985,178.0,0.0,1.0,19.0,0.4424123764038086
0,9,1,1,12,1,0.97,156.0,3.0,1.0,38.0,0.38556647300720215
0,9,2,1,12,1,0.985,173.0,0.0,1.0,24.0,0.3736538887023926
0,9,3,1,12,1,0.97,165.0,1.0,3.0,29.0,0.34919095039367676
0,9,4,1,12,1,0.985,175.0,0.0,1.0,22.0,0.39558935165405273
0,9,5,1,12,1,0.975,165.0,3.0,0.0,30.0,0.36571836471557617
0,9,6,1,12,1,0.98,171.0,2.0,0.0,25.0,0.35122227668762207
0,9,7,1,12,1,0.98,169.0,1.0,1.0,27.0,0.3483583927154541
0,9,8,1,12,1,0.985,172.0,0.0,1.0,25.0,0.3662302494049072
0,9,9,1,12,1,0.975,167.0,2.0,1.0,28.0,0.35030412673950195
0,9,10,1,12,1,0.975,163.0,2.0,1.0,32.0,0.35724377632141113
0,9,11,1,12,1,0.985,170.0,0.0,1.0,27.0,0.36130690574645996
0,9,12,1,12,1,0.985,170.0,0.0,1.0,27.0,0.36069345474243164
0,9,13,1,12,1,0.985,174.0,0.0,1.0,23.0,0.3535139560699463
0,9,14,1,12,1,0.985,168.0,0.0,1.0,29.0,0.3694167137145996
0,9,15,1,12,1,0.985,167.0,0.0,1.0,30.0,0.3692631721496582
0,9,16,1,12,1,0.985,172.0,0.0,1.0,25.0,0.3631916046142578
0,9,17,1,12,1,0.975,167.0,1.0,2.0,28.0,0.35492849349975586
0,9,18,1,12,1,0.98,165.0,1.0,1.0,31.0,0.342972993850708
0,9,19,1,12,1,0.985,176.0,0.0,1.0,21.0,0.3528292179107666
0,9,20,1,12,1,0.985,171.0,0.0,1.0,26.0,0.37705349922180176
0,9,21,1,12,1,0.98,178.0,1.0,1.0,18.0,0.3710486888885498
0,9,22,1,12,1,0.985,158.0,0.0,1.0,39.0,0.3659703731536865
0,9,23,1,12,1,0.98,160.0,1.0,1.0,36.0,0.3414595127105713
0,9,24,1,12,1,0.98,168.0,0.0,2.0,28.0,0.3869624137878418
0,10,0,1,13,1,0.98,22.0,1.0,1.0,174.0,0.3629603385925293
0,10,1,1,13,1,0.98,22.0,1.0,1.0,174.0,0.36530423164367676
0,10,2,1,13,1,0.98,19.0,2.0,0.0,177.0,0.3491935729980469
0,10,3,1,13,1,0.985,26.0,1.0,0.0,171.0,0.3910384178161621
0,10,4,1,13,1,0.985,15.0,1.0,0.0,182.0,0.3706471920013428
0,10,5,1,13,1,0.985,18.0,0.0,1.0,179.0,0.34804701805114746
0,10,6,1,13,1,0.985,16.0,1.0,0.0,181.0,0.3581669330596924
0,10,7,1,13,1,0.985,20.0,1.0,0.0,177.0,0.37530088424682617
0,10,8,1,13,1,0.98,18.0,1.0,1.0,178.0,0.36226582527160645
0,10,9,1,13,1,0.985,18.0,1.0,0.0,179.0,0.34847235679626465
0,10,10,1,13,1,0.97,26.0,1.0,3.0,168.0,0.35272908210754395
0,10,11,1,13,1,0.985,13.0,1.0,0.0,184.0,0.3988935947418213
0,10,12,1,13,1,0.98,25.0,2.0,0.0,171.0,0.35794496536254883
0,10,13,1,13,1,0.985,25.0,1.0,0.0,172.0,0.3747546672821045
0,10,14,1,13,1,0.97,18.0,0.0,4.0,176.0,0.3558468818664551
0,10,15,1,13,1,0.985,26.0,1.0,0.0,171.0,0.3613278865814209
0,10,16,1,13,1,0.98,15.0,2.0,0.0,181.0,0.381969690322876
0,10,17,1,13,1,0.985,16.0,1.0,0.0,181.0,0.3626236915588379
0,10,18,1,13,1,0.985,25.0,1.0,0.0,172.0,0.36865711212158203
0,10,19,1,13,1,0.985,21.0,1.0,0.0,176.0,0.3721804618835449
0,10,20,1,13,1,0.98,16.0,1.0,1.0,180.0,0.37111353874206543
0,10,21,1,13,1,0.985,22.0,1.0,0.0,175.0,0.39026665687561035
0,10,22,1,13,1,0.985,21.0,1.0,0.0,176.0,0.38683533668518066
0,10,23,1,13,1,0.98,19.0,2.0,0.0,177.0,0.3614943027496338
0,10,24,1,13,1,0.975,22.0,2.0,1.0,173.0,0.350147008895874
0,11,0,1,14,1,0.98,107.0,2.0,0.0,89.0,0.35321998596191406
0,11,1,1,14,1,0.98,100.0,1.0,1.0,96.0,0.3559989929199219
0,11,2,1,14,1,0.97,108.0,2.0,2.0,86.0,0.3716239929199219
0,11,3,1,14,1,0.98,117.0,2.0,0.0,79.0,0.3539092540740967
0,11,4,1,14,1,0.975,105.0,2.0,1.0,90.0,0.3536202907562256
0,11,5,1,14,1,0.985,111.0,0.0,1.0,86.0,0.36344456672668457
0,11,6,1,14,1,0.98,108.0,1.0,1.0,88.0,0.3508479595184326
0,11,7,1,14,1,0.98,102.0,2.0,0.0,94.0,0.3661491870880127
0,11,8,1,14,1,0.97,105.0,1.0,3.0,89.0,0.3593573570251465
0,11,9,1,14,1,0.985,109.0,0.0,1.0,88.0,0.37096333503723145
0,11,10,1,14,1,0.98,114.0,2.0,0.0,82.0,0.3591146469116211
0,11,11,1,14,1,0.975,104.0,0.0,3.0,91.0,0.36421990394592285
0,11,12,1,14,1,0.975,108.0,1.0,2.0,87.0,0.3723735809326172
0,11,13,1,14,1,0.98,93.0,1.0,1.0,103.0,0.3653266429901123
0,11,14,1,14,1,0.98,105.0,2.0,0.0,91.0,0.3691740036010742
0,11,15,1,14,1,0.985,101.0,0.0,1.0,96.0,0.37380290031433105
0,11,16,1,14,1,0.975,110.0,3.0,0.0,85.0,0.36174964904785156
0,11,17,1,14,1,0.98,115.0,2.0,0.0,81.0,0.3606398105621338
0,11,18,1,14,1,0.985,119.0,1.0,0.0,78.0,0.37012434005737305
0,11,19,1,14,1,0.99,111.0,0.0,0.0,87.0,0.3515639305114746
0,11,20,1,14,1,0.975,108.0,1.0,2.0,87.0,0.36509275436401367
0,11,21,1,14,1,0.975,110.0,3.0,0.0,85.0,0.35858583450317383
0,11,22,1,14,1,0.98,102.0,2.0,0.0,94.0,0.35903477668762207
0,11,23,1,14,1,0.965,96.0,2.0,3.0,97.0,0.37000584602355957
0,11,24,1,14,1,0.98,121.0,0.0,2.0,75.0,0.36980247497558594
0,12,0,1,15,1,0.985,167.0,0.0,1.0,30.0,0.40206480026245117
0,12,1,1,15,1,0.975,168.0,1.0,2.0,27.0,0.3668367862701416
0,12,2,1,15,1,0.98,165.0,0.0,2.0,31.0,0.3948395252227783
0,12,3,1,15,1,0.98,158.0,1.0,1.0,38.0,0.3720259666442871
0,12,4,1,15,1,0.98,161.0,0.0,2.0,35.0,0.38422584533691406
0,12,5,1,15,1,0.975,156.0,0.0,3.0,39.0,0.40497803688049316
0,12,6,1,15,1,0.965,164.0,3.0,2.0,29.0,0.3523263931274414
0,12,7,1,15,1,0.985,167.0,0.0,1.0,30.0,0.3749837875366211
0,12,8,1,15,1,0.985,168.0,0.0,1.0,29.0,0.36206722259521484
0,12,9,1,15,1,0.985,168.0,0.0,1.0,29.0,0.3852546215057373
0,12,10,1,15,1,0.97,157.0,1.0,3.0,37.0,0.3589777946472168
