type,combination,iteration,totalDependencies,totalNodes,decisionDependencies,accuracy,truePositive,falseNegative,falsePositive,trueNegative
0,12,14,1,15,1,0.975,104.0,3.0,0.0,91.0
0,12,15,1,15,1,0.975,103.0,2.0,1.0,92.0
0,12,16,1,15,1,0.975,105.0,2.0,1.0,90.0
0,12,17,1,15,1,0.975,99.0,3.0,0.0,96.0
0,12,18,1,15,1,0.98,108.0,0.0,2.0,88.0
0,12,19,1,15,1,0.98,109.0,1.0,1.0,87.0
0,12,20,1,15,1,0.975,101.0,2.0,1.0,94.0
0,12,21,1,15,1,0.97,96.0,0.0,4.0,98.0
0,12,22,1,15,1,0.98,102.0,1.0,1.0,94.0
0,12,23,1,15,1,0.975,104.0,2.0,1.0,91.0
0,12,24,1,15,1,0.96,112.0,2.0,4.0,80.0
0,13,0,1,16,1,0.985,71.0,1.0,0.0,126.0
0,13,1,1,16,1,0.97,55.0,2.0,2.0,139.0
0,13,2,1,16,1,0.985,71.0,0.0,1.0,126.0
0,13,3,1,16,1,0.975,72.0,0.0,3.0,123.0
0,13,4,1,16,1,0.985,61.0,1.0,0.0,136.0
0,13,5,1,16,1,0.985,64.0,1.0,0.0,133.0
0,13,6,1,16,1,0.985,78.0,1.0,0.0,119.0
0,13,7,1,16,1,0.98,70.0,2.0,0.0,126.0
0,13,8,1,16,1,0.98,59.0,2.0,0.0,137.0
0,13,9,1,16,1,0.97,61.0,0.0,4.0,133.0
0,13,10,1,16,1,0.98,64.0,1.0,1.0,132.0
0,13,11,1,16,1,0.985,59.0,1.0,0.0,138.0
0,13,12,1,16,1,0.98,67.0,2.0,0.0,129.0
0,13,13,1,16,1,0.975,71.0,1.0,2.0,124.0
0,13,14,1,16,1,0.985,75.0,1.0,0.0,122.0
0,13,15,1,16,1,0.98,62.0,2.0,0.0,134.0
0,13,16,1,16,1,0.98,60.0,1.0,1.0,136.0
0,13,17,1,16,1,0.975,64.0,1.0,2.0,131.0
