type,combination,iteration,totalDependencies,totalNodes,decisionDependencies,accuracy,truePositive,falseNegative,falsePositive,trueNegative
0,15,18,1,18,1,0.98,98.0,2.0,0.0,98.0
0,15,19,1,18,1,0.98,105.0,1.0,1.0,91.0
0,15,20,1,18,1,0.975,105.0,1.0,2.0,90.0
0,15,21,1,18,1,0.97,117.0,2.0,2.0,77.0
0,15,22,1,18,1,0.97,108.0,1.0,3.0,86.0
0,15,23,1,18,1,0.985,101.0,0.0,1.0,96.0
0,15,24,1,18,1,0.98,110.0,2.0,0.0,86.0
0,16,0,1,19,1,0.98,97.0,0.0,2.0,99.0
0,16,1,1,19,1,0.98,111.0,0.0,2.0,85.0
0,16,2,1,19,1,0.98,110.0,2.0,0.0,86.0
0,16,3,1,19,1,0.97,100.0,1.0,3.0,94.0
0,16,4,1,19,1,0.97,101.0,3.0,1.0,93.0
0,16,5,1,19,1,0.98,103.0,2.0,0.0,93.0
0,16,6,1,19,1,0.975,100.0,1.0,2.0,95.0
0,16,7,1,19,1,0.98,91.0,0.0,2.0,105.0
0,16,8,1,19,1,0.98,113.0,1.0,1.0,83.0
0,16,9,1,19,1,0.97,113.0,4.0,0.0,81.0
0,16,10,1,19,1,0.97,108.0,1.0,3.0,86.0
0,16,11,1,19,1,0.975,97.0,2.0,1.0,98.0
0,16,12,1,19,1,0.97,105.0,0.0,4.0,89.0
0,16,13,1,19,1,0.975,98.0,0.0,3.0,97.0
0,16,14,1,19,1,0.975,105.0,2.0,1.0,90.0
0,16,15,1,19,1,0.96,108.0,4.0,2.0,84.0
0,16,16,1,19,1,0.97,111.0,2.0,2.0,83.0
0,16,17,1,19,1,0.975,97.0,2.0,1.0,98.0
0,16,18,1,19,1,0.97,100.0,1.0,3.0,94.0
0,16,19,1,19,1,0.965,99.0,1.0,4.0,94.0
0,16,20,1,19,1,0.98,104.0,1.0,1.0,92.0
0,16,21,1,19,1,0.975,107.0,1.0,2.0,88.0
0,16,22,1,19,1,0.975,99.0,3.0,0.0,96.0
0,16,23,1,19,1,0.975,100.0,2.0,1.0,95.0
0,16,24,1,19,1,0.98,108.0,2.0,0.0,88.0
0,17,0,1,20,1,0.975,136.0,0.0,3.0,59.0
